dataset,image_number,title,tags_ko,motion_exist,greenscreen_exist
dataset1,1786,20210912_사물_서울역_도로 빨간불에서 파란불로 바뀌는 신호등 픽스샷,"['위험', '운전', '도시', '사물', '거리', '자동차', '신호', '교통', '빨간불', '초록불', '청신호', '그린라이트', '주황불']",False,False
dataset1,1788,20211021 동물_개_아메리칸불리_하리네쉼터_서있는 아메리칸불리1,"['집', '동물', '개', '반려견', '강아지', '반려', '쿠션']",False,False
dataset1,1791,스팀 다리미로 고온 다리미질 하는 세탁소 아주머니 뒷모습,"['다림판', '인물', '직업', '다리미', '고온', '한국', '영상']",False,False
dataset1,1793,광화문_종로구_광화문광장,"['서울', '회사', '모임', '도심', '타임랩스', '종로', '광장', '광화문', '시위', '집회']",False,False
dataset1,1794,온열기기 아래 미어캣,"['열', '행동', '동물', '모래', '동물원', '야생', '4K', '야생동물', '귀여움', '두리번', '사막', '미어캣', '아프리카', '사파리']",False,False
dataset1,1795,20210912_장소_서울역_에스컬레이터 손잡이를 잡은 손 픽스샷 2,"['밤', '데이트', '장소', '여자', '기차', '여행', '상승', '지하철', '시작', '기다림', '출근', '퇴근', '설렘', '서울역', '에스컬레이터', '출발']",False,False
dataset1,1796,20210901_사물_필기구_파랑색네임펜,['사물'],False,False
dataset1,1798,꽃나무 동산 숲 자연 산책길 -6 _2160p_30fps_prores422,"['나무', '꽃', '자연', '등산', '숲', '힐링', '산림', '산책', '꽃나무', '휴양', '산책길', '산림욕']",False,False
dataset1,1800,211006_문화_문화서울역~보신각_청계천 부감 틸업샷,"['문화', '문화재', '서울', '맑음', '휴일', '물놀이', '하천', '산책', '도랑', '서울역']",False,False
dataset1,1802,우편,"['봉투', '도착', '편지']",True,True
dataset1,1805,삼일절,"['한국', '공휴일', '가족', '학생', '휴일', '대한민국', '태극기', '국기', '삼일절']",True,False
dataset1,1807,20210724_소통_문정수,"['인물', '사랑', '소통', '포옹', '여자', '표현', '감정', '연인', '남자', '크로마키', '커플', '애정', '안기', '스킨십']",False,True
dataset1,1809,트랜지션 5,"['트랜지션', '색칠']",True,False
dataset1,1810,썰매를 타고 날아가는 산타할아버지,"['할아버지', '그래픽', '겨울', '산타할아버지', '캐릭터', '크리스마스', '산타', '썰매', '선물', '루돌프', '저녁', '눈', '연기', '모션그래픽', '모션그래픽']",True,False
dataset1,1812,Dancing1,"['꽃', '배경', '아트', '추상', '디지털아트']",False,False
dataset1,1815,20210725_소통_신현아,"['인물', '소통', '토론', '대화', '연인', '싸움', '논쟁', '설득', '친구', '논의', '주장']",False,True
dataset1,1816,20210725_소통_엄기영,"['인물', '사랑', '소통', '감정', '크로마키', '커플', '애정', '남녀']",False,True
dataset1,1817,포인트 모션,"['땀', '눈물', '방울', '당황', '크로마키']",True,True
dataset1,1818,A03ND5D_남한산성_광주_남산산성,"['한국', '저녁', '도시', '건물', '불빛', '시티', '노을', '야경', '타임랩스', '남한산성', '광주', '남산산성', '시티뷰', '경기도']",False,False
dataset1,1819,전통 민화 잎사귀 채색하기 청록,"['인물', '전통', '예술', '문화', '예술가', '세필', '동양화', '삼베', '미술', '꽃', '민화', '화가', '채색', '영상', '색칠', '그리는', '칠하는', '이파리', '붓', '잎', '잎사귀', '칠하기', '그리기', '그리다', '칠하다']",False,False
dataset1,1822,퀴즈,"['제목', '타이틀', '전구']",True,False
dataset1,1823,20210725_소통_신현아,"['인물', '소통', '여자', '토론', '대화', '남자', '크로마키', '설득', '논의', '이야기', '공감']",False,True
dataset1,1824,20210724_소통_문정수,"['인물', '사랑', '소통', '연인', '크로마키', '팔짱']",False,True
dataset1,1825,20210724_감정_이수민_슬프다,"['인물', '사람', '감정', '슬픔', '남자', '눈물', '크로마키', '우울', '우울증', '우울감', '슬프다']",False,True
dataset1,1826,클라우드 업로드 완료,"['그래픽', '데이터', '구름', '업로드', '파일', '완료', '다운로드']",True,True
dataset1,1828,꼬리빗 꼬챙이빗으로 염색머리 빗질하는 미용사,"['인물', '직업', '헤어', '디자이너', '빗질', '한국', '영상']",False,False
dataset1,1829,시티팝 TV 텔레비전 티비 화면,"['옛날', '90년대', '도트', '팝', '팩맨', '감성', '레트로', '90년', '픽셀', '그래픽', '시티팝', '뉴트로', 'TV', '테레비', '티비', '텔레비전']",True,True
dataset1,1830,다음시간에 다시만나요,"['디자인', '키즈', '놀이', '어린이', '학생', '타이틀', '학교', '초등학생', '초등학교', '풍선', '엔딩']",True,False
dataset1,1831,스터디윗미 팝업,"['윈도우', '컴퓨터', '인터넷', '스티커', '노트북', '팝업', '맥북', 'UI', '인터페이스', '시스템', 'NO', '선택', '크로마키', '팝업창', '취소']",True,True
dataset1,1832,용양봉저정공원_동작구_한강,"['도시', '서울', '빌딩', '야경', '한강', '타임랩스', '대교', '용양봉저정공원', '동작구']",False,False
dataset1,1834,211121_반려동물_개_앉아있는 레브라도 리트리버 얼굴 클로즈업,"['클로즈업', '동물', '강아지', '편안한', '대형견', '리트리버', '안내견']",False,False
dataset1,1835,제주 녹산로 일자 숲길,"['나무', '도로', '풍경', '자연', '숲속', '하늘', '숲', '장소', '공원', '식물', '구름', '제주도', '풀', '녹색', '제주', '소나무', '길', '산림', '4K', '습기', '삼나무']",False,False
dataset1,1837,쳇바퀴 돌리는 프레리독,"['놀이', '운동', '동물', '모래', '포유류', '초식', '동물원', '야생', '4K', '야생동물', '다람쥐']",False,False
dataset1,1839,벽,"['고양이', '비', '동물', '시멘트', '공사', '자연', '공사', '영상', '자연', '벽', '비', '동물', '고양이', '시멘트']",False,False
dataset1,1840,303ND850_잠실대교_송파구_잠실한강공원야경,"['한국', '도시', '물', '건물', '서울', '불빛', '노을', '야경', '강', '도심', '한강', '산책', '송파', '송파구', '잠실대교', '잠실', '한강공원']",False,False
dataset1,1841,20210724_제스처_이수민_손으로 하트모양을 만들다,"['인물', '하트', '사랑', '인사', '행복', '표현', '감정', '연인', '제스쳐', '남자', '크로마키']",False,True
dataset1,1842,20210724_소통_문정수,"['인물', '소통', '감정', '싸움', '크로마키', '다툼', '충돌']",False,True
dataset1,1844,세월을 낚다3,"['겨울', '그림', '낚시', '안개', '디지털', '아트', '추억', '낭만', '배', '추운', '디지털아트']",False,False
dataset1,1846,소통_고백하다,"['인물', '사랑', '소통', '선물', '가족', '사람', '여자', '행복', '감정', '연인', '깜짝', '남자', '크로마키', '합성', '연애', '고백', '프로포즈', '결혼', '커플']",False,True
dataset1,1848,돈다발,"['손', '대박', '돈', '머니', '성공', '부자']",True,True
dataset1,1849,20210911_장소_스케이트보드장_ 패닝샷,"['취미', '장소', '운동', '연습', '스포츠']",False,False
dataset1,1850,20210912_장소_용산역 인근 도로_용산역 도로변 빌딩숲 달리샷,"['운전', '도로', '도시', '하늘', '장소', '자동차', '서울', '빌딩', '희망', '교통', '출근']",False,False
dataset1,1851,배터리 방전 신호,"['연결', '전기', '그래픽', '스마트폰', '어플', '로딩', '휴대폰', '핸드폰', '배터리', '충전', '모션그래픽', '템플릿', '영상소스', 'UI', 'IT', '시스템', '신호', '아이콘', '앱아이콘', '에너지', '전화', '전화기', '애플리케이션', '전지', '건전지']",True,True
dataset1,1854,어선 이동 4k 30p,"['자연', '물', '하늘', '바다', '낚시', '해', '노을', '생선', '어부']",False,False
dataset1,1857,철 공방에서 전동 공구 연삭기 그라인더로 철 그라인딩 작업 클로즈업,"['인물', '직업', '작업', '공방', '전동', '그라인더', '철', '그라인딩', '공구', '연삭기', '쇠', '한국', '영상']",False,False
dataset1,1858,20210724_제스처_권미정_가위바위보,"['인물', '가위', '게임', '바위', '제스쳐', '가위바위보', '보', '크로마키']",False,True
dataset1,1859,20210816_장소_대비공원_돌담에 자란 풀들,"['풍경', '자연', '장소', '공원', '식물', '돌담', '제주도', '풀', '녹색', '화강암', '제주', '돌', '산책', '이끼']",False,False
dataset1,1860,제주 송당 당오름 숲길,"['시골', '나무', '도로', '영상', '자연', '하늘', '숲', '장소', '식물', '맑음', '해', '햇빛', '제주도', '침엽수', '제주', '소나무', '힐링', '명상', '산림', '4K', '삼나무', '산책로', '명소', '관광지', '편백', '목재', '산책']",False,False
dataset1,1861,노트,"['배경', '노트']",True,False
dataset1,1863,20210725_감정_김동아_고민하다,"['인물', '여자', '감정', '크로마키', '고민', '걱정', '난감', '근심']",False,True
dataset1,1865,신발 운동화 어두컴컴한 모션,"['운동화', '신발', '스니커즈', '크로마키']",True,True
dataset1,1866,시냇가의 물고기들,"['자연', '물', '동물', '연못', '생물', '강', '생선', '야생', '호수', 'FHD', '하천', '야생생물', '야생동물', '어류', '담수', '수영', '수중', '물고기', '시냇가', '자갈', '피라미']",False,False
dataset1,1867,날리는 연과 비행기,"['영상', '종이', '하늘', '비행기', '연', '알록달록', '오색']",False,False
dataset1,1869,8비트 얼굴,"['방송', '소통', '사람', '여자', '스트리밍', '소스', '이모티콘', '아프리카', '댓글', '크로마키', '시청자']",True,True
dataset1,1870,바람섬 기다림 의자_2160p_30fps_prores422,"['카페', '버스', '의자', '휴식', '관광지', '시간', '기다림']",False,False
dataset1,1871,추암해수욕장_동해시_추암촛대바위,"['풍경', '바다', '동해', '구름', '야경', '타임랩스', '강원도']",False,False
dataset1,1872,옛날 전통 한옥 초가집 보수 수리하는 인부,"['인물', '직업', '문화', '초가집', '한옥', '민속촌', '인부', '수리', '공사', '영상']",False,False
dataset1,1873,염전 곰소 소금창고 07 _2160p_30fps_prores422,"['풍경', '장소', '배경', '염전', '곰소', '소금', '창고']",False,False
dataset1,1874,20210724_감정_문정수_아프다,"['인물', '아픈', '불만', '사람', '감정', '남자', '건강', '아프다', '크로마키', '고통']",False,True
dataset1,1875,20210919_장소_하도리_바다 전경(드론),"['장소', '여행', '바다', '여름', '계절', '전경', '휴가', '푸른', '드론', '광고', '피서', '휴가철', '관광']",False,False
dataset1,1877,20210919_장소_김녕_김녕바다 전경(드론),"['영상', '장소']",False,False
dataset1,1878,하트,"['하트', '스티커', '귀여운', '보라', '도장', '퍼플']",True,False
dataset1,1879,시티팝 로딩,"['90년대', '도트', '팝', '팩맨', '감성', '레트로', '90년', '픽셀', '그래픽', '시티팝', '뉴트로']",True,False
dataset1,1881,올림픽공원_송파구_몽촌호 (4),"['도시', '장소', '서울', '공원', '구름', '바람', '휴식', '도심', '호수', '올림픽공원', '송파구', '타임랩스', '몽촌호']",False,False
dataset1,1882,낙안읍성의 벚꽃,"['나무', '꽃', '벚꽃', '사쿠라', '꽃나무']",False,False
dataset1,1884,20210831_사물_공구_드라이버,['사물'],False,False
dataset1,1885,메모지,"['스티치', '그래픽', '디자인', '파랑', '종이', '다이어리', '배경', '선', '메모', '백그라운드', '다꾸', '라인', '메모지', '메모장', '꾸미기']",True,False
dataset1,1886,구룡산_서초구_개포동 (3),"['도시', '서울', '경제', '발전', '시티', '기술', '야경', '도심', '타임랩스', '시티뷰', '강남', '중심부', '테크', '센트럴', '부자', 'timelapse', 'tech', '성장', '중심', '신기술', '도약', '부동산', '기업']",False,False
dataset1,1887,복주머니 말,"['캐릭터', '말', '모션그래픽', '복', '한국전통', '새해', '행운', '일러스트', '근하신년', '2월', '1월', '연하장', '2023년', '전통문양', '희망']",True,False
dataset1,1888,일출_구름_붉은빛,"['일출', '풍경', '자연', '물', '하늘', '빛', '구름', '노을', '휴식', '힐링', '물가', '편안', '타임랩스', '석양', 'timelapse', '붉은', '금빛', '흐르다']",False,False
dataset1,1889,꽃2,"['꽃', '자연', '봄', '꿀']",False,False
dataset1,1890,20210724_제스처_권미정_노크하다,"['인물', '손', '노크', '제스쳐', '똑똑', '크로마키', '방문']",False,True
dataset1,1891,211121_반려동물_개_엎드려있는 레브라도 리트리버,"['동물', '산책', '피곤', '불편', '대형견', '리트리버', '안내견', '불안']",False,False
dataset1,1892,20210725_소통_신현아,"['인물', '소통', '사람', '여자', '남자', '크로마키', '친구', '함께']",False,True
dataset1,1893,RIVER 1,"['풍경', '자연', '물', '물가', '강', '강가']",False,False
dataset1,1895,빨간 와이파이,"['연결', '전송', '모션그래픽', '물결', '신호', '와이파이', '전화', '통신', 'WIFI', 'WI-FI', '무선', '공유기', '네트워크', '무선통신', '서비스', '인공위성']",True,True
dataset1,1898,20210912_장소_망원한강공원_한강변을 구경하는 여자 픽스샷 3,"['머리', '사랑', '데이트', '장소', '사람', '여자', '뒷모습', '머리카락', '공원', '야경', '한강', '산책', '한강공원', '낭만', '강변', '우울', '마실', '방지', '구경', '야경']",False,False
dataset1,1900,쇠 재질 흰색 자로 책장 선반 사이 거리 측정하기 재기,"['인물', '영상', '행동', '사물', '거리', '측정']",False,False
dataset1,1902,톱니바퀴,['기계'],True,False
dataset1,1903,서해의 해안 일몰(태안)),"['여행', '바다', '파도', '노을', '해변', '휴가', '모래', '타임랩스', '바닷물', '서해안', '해수욕', '해안가']",False,False
dataset1,1904,물왕저수지 03,"['나무', '도로', '도시', '물', '장소', '자동차', '배경', '아파트', '산', '저수지', '경기도', '시흥']",False,False
dataset1,1905,남대천의 갈대,"['자연', '하늘', '식물', '파란', '날씨', '계절', '갈대']",False,False
dataset1,1906,20210724_제스처_권미정_금지하다,"['인물', '제스쳐']",False,False
dataset1,1907,20210912_장소_서울역_역사 아웃포커스드 픽스샷,"['조명', '한국', '빛', '장소', '서울', '반짝', '희망', '전철', '서울역', '정거장']",False,False
dataset1,1908,오리와 연못 4k 30p,"['풍경', '자연', '물', '동물', '경관', '오리', '연못', '반사', '평화', '잔잔', '힐링']",False,False
dataset1,1912,20210724_감정_김보미_슬프다,"['인물', '사람', '여자', '변화', '감정', '눈물', '아픔', '웃다', '크로마키', '우울', '반전', '이중인격']",False,True
dataset1,1913,20210725_감정_엄기영_기쁘다,"['인물', '감정', '에너지', '남자', '열정', '크로마키', '격려', '기쁨', '화이팅']",False,True
dataset1,1914,20210725_감정_남찬규_열광적이다,"['인물', '신남', '행복', '감정', '에너지', '남자', '성공', '열정', '환호', '크로마키', '기쁨', '합격']",False,True
dataset1,1915,흐린날 검은 구름 번개,"['모션그래픽', '템플릿', '구름', '흐림', '날씨', '비', '영상소스', '번개', '습도', '기온', '천둥']",True,True
dataset1,1916,레트로 오락기(그린스크린) 옛날 오락실 게임,"['옛날', '90년대', '도트', '팝', '팩맨', '감성', '레트로', '90년', '픽셀', '그래픽', '시티팝', '뉴트로', '오락기', '게임보이', '오락', '게임기', '닌텐도', '게임', '오락실']",True,True
dataset1,1918,RIVER 3,"['자연', '물', '물가', '강', '시냇물', '냇물', '하천', '시냇가', '강가', '냇가']",False,False
dataset1,1920,20210724_소통_문정수,"['권미정', '인물', '소통', '분노', '대화', '화', '당황', '크로마키', '회의', '잘못', '창피', '실수', '꾸중']",False,True
dataset1,1922,도예가가 도자기 표면에 흙으로된 사람 장식을 손으로 붙이는 모습,"['인물', '작업', '공방', '전통', '흙', '도자기', '예술', '도예', '찰흙', '문화', '예술가', '물레', '영상', '점토', '만들다', '만드는', '만들기', '물레질', '지점토', '한복', '깎다', '깎기']",False,False
dataset1,1923,전주 한옥마을 청연루 오목교 타임랩스 해질녘,"['감성', '일몰', '장소', '여행', '배경', '돌', '하천', '해질녘', '정자', '석양', '아련']",False,False
dataset1,1924,20210725_소통_신현아,"['인물', '소통', '장난', '크로마키', '우정', '놀리다', '삿대질', '친구']",False,True
dataset1,1925,20210913_장소_망원한강공원_한강 노을과 월드컵대교 픽스샷,"['장소', '공원', '물결', '노을', '강물', '물가', '강', '한강', '한강공원', '다리', '추억', '낭만', '대교', '월드컵']",False,False
dataset1,1927,시화나래 달전망대(1080P HD) 02,"['풍경', '배경', '달', '전망대', '시화나래']",False,False
dataset1,1928,충주호 드론,"['풍경', '자연', '물', '산', '환경', '호수', '산림', '대한민국', '드론', '항공', '드론샷', '충청북도', '단양', '충주', '충주호', '댐', '수면']",False,False
dataset1,1929,20210725_제스처_남찬규_가리키다,"['인물', '손가락', '제스쳐', '방향', '크로마키', '삿대질', '저기', '가리키다']",False,True
dataset1,1930,20210724_감정_이수민_부끄럽다,"['인물', '감정', '남자', '크로마키', '부끄러운', '부끄', '난감', '창피']",False,True
dataset1,1933,어딘가를 응시하는 갈색 고양이,"['눈', '동물', '고양이', '아름다움', '4K', '귀여움', '반려동물', '고양이과', '응시', '쳐다보기', '모피', '반려묘', '길냥이', '코', '털', '한국고양이', '입', '숏헤어', '시선', '장난']",False,False
dataset1,1936,20210724_소통_문정수,"['인물', '소통', '여자', '남자', '크로마키', '한숨', '고민', '걱정', '실망']",False,True
dataset1,1937,20211012_소통_문정수,"['권미정_대화하다', '소통', '사람', '여자', '토론', '대화', '연인', '싸움', '남자', '크로마키', '커플', '고민', '친구', '로맨스', '논의']",False,True
dataset1,1940,포인트 효과,"['조명', '효과', '별', '반짝', '크로마키', '반짝반짝']",True,True
dataset1,1941,20210725_소통_신현아,"['인물', '소통', '웃음', '재미', '여자', '대화', '즐거움', '장난', '남자', '크로마키', '놀림', '손가락질', '친구', '놀리기']",False,True
dataset1,1942,20210725_소통_신현아,"['인물', '소통', '여자', '싸움', '논쟁', '남자', '크로마키', '중재', '말다툼', '시도', '화해', '말림', '언쟁']",False,True
dataset1,1943,20210831_사물_IT기기_스마트폰,['사물'],False,False
dataset1,1944,도예가가 도자기 표면에 흙으로된 사람 장식을 도구로 자국을 내는 모습,"['인물', '작업', '공방', '전통', '도자기', '예술', '도예', '찰흙', '문화', '예술가', '물레', '패턴', '무늬', '영상', '손', '행동', '점토', '물레질', '지점토', '도기', '붙이다', '문양', '줄무늬', '붙이는', '붙이기']",False,False
dataset1,1945,서울_롯데타워_한강_석양_야경_데이투나잇,"['저녁', '도시', '서울', '경제', '불빛', 'IT', '야경', '아침', '도심', '한강', '드론', '드론샷', '시티뷰', '드론뷰', '항공뷰', '테크', '석양', '도심부', '데이투나잇', 'tech', '산업', '성장', '서울시']",False,False
dataset1,1946,서해의 해안 일몰_2(태안),"['일몰', '풍경', '자연', '바다', '서해', '배경', '노을', '해안']",False,False
dataset1,1947,제스처_주먹을 움직이다,"['인물', '싸움', '제스쳐', '싸우다', '주먹']",False,False
dataset1,1948,211121_반려동물_개_물 마시는 페키니즈,"['물', '물통', '동물', '혀', '개', '반려견', '강아지', '소형견', '페키니즈']",False,False
dataset1,1949,211006_문화_고궁_경복궁 근정전 수호신 패닝샷 2,"['문화', '한국', '문화재', '싸움', '경복궁', '기와', '조선', '동상', '석조', '조정', '역사', '고궁', '궁궐', '임금', '조선시대', '시대', '대신', '신하', '근정전', '수호신', '석공', '사극']",False,False
dataset1,1950,20210912_장소_망원한강공원_준비 운동하는 손 픽스샷,"['장소', '사람', '운동', '여자', '공원', '한강', '한강공원', '망원', '스트레칭']",False,False
dataset1,1951,흰 그릇에 담긴 계란을 쇠 숟가락으로 푸는 사람,"['인물', '쇠', '영상', '행동', '음식', '요리', '흰색', '하얀색', '그릇', '계란', '숟가락']",False,False
dataset1,1952,전통 한복 입은 도예가가 흙으로된 장식을 도자기에 붙인후 마무리하는 장면,"['인물', '작업', '공방', '전통', '도자기', '예술', '도예', '찰흙', '문화', '예술가', '물레', '패턴', '무늬', '영상', '행동', '점토', '물레질', '지점토', '한복', '도기', '붙이다', '문양', '줄무늬', '붙이는', '붙이기']",False,False
dataset1,1953,20210724_소통_이수민,"['인물', '사랑', '소통', '여자', '얼굴', '행복', '표현', '연인', '남자', '크로마키', '볼', '부부', '커플', '비비기', '애정', '여자친구', '남자친구']",False,True
dataset1,1954,20210724_소통_문정수,"['인물', '소통', '분노', '여자', '싸움', '좌절', '남자', '화', '크로마키', '다툼', '말다툼', '고민', '말싸움', '잘못']",False,True
dataset1,1955,20210725_소통_신현아,"['인물', '소통', '여자', '축하', '표현', '감정', '남자', '성공', '크로마키', '기쁨', '합격', '골']",False,True
dataset1,1956,20210725_감정_염승철_억울하다,"['인물', '사람', '감정', '남자', '크로마키', '억울', '설득']",False,True
dataset1,1957,211006_문화_고궁_경복궁 흥례문 아래 틸업샷,"['문화', '한옥', '한국', '디자인', '문화재', '건물', '경복궁', '조선', '실내', '조정', '역사', '인테리어', '고궁', '내부', '궁궐', '조선시대', '대신', '신하', '궁', '왕', '목조', '기둥', '목조건물', '흥례문']",False,False
dataset1,1958,369ND850_두물머리_양평군_두물머리,"['풍경', '하늘', '강', '두물머리', '양평', '양평군', '남한강', '북한강', '타임랩스', '와이드샷']",False,False
dataset1,1959,오월의 숲,"['나무', '풍경', '자연', '잎', '줄기', '하늘', '숲', '공원', '식물', '여름', '맑음', '계절', '해', '햇빛', '실외', '바람', '녹색', '산', '산림', '5월']",False,False
dataset1,1960,빗자루로 나무 마룻바닥 집먼지 청소하는 사람,"['인물', '영상', '행동', '사물', '정리', '청소', '집', '바닥', '빗자루']",False,False
dataset1,1961,211007_문화_놀이_비석치기 팔로샷,"['전통', '문화', '한국', '놀이', '장소', '비석']",False,False
dataset1,1962,여름 우도의 녹색 땅콩 밭 뒤로 보이는 산들,"['시골', '풍경', '하늘', '장소', '바다', '섬', '바위', '여름', '구름', '날씨', '제주도', '농사', '화강암', '우도', '제주', '돌', '밭', '4K']",False,False
dataset1,1965,레트로 LED 파도형,"['픽셀', 'TV', '파랑', '공연', '모션그래픽', 'LED', '반짝', '모니터', '기술', '광선', '전광판', '경기장']",True,True
dataset1,1966,20210724_감정_이수민_지루하다,"['인물', '사람', '감정', '남자', '크로마키', '따분', '지겨운', '지루']",False,True
dataset1,1967,한옥마을에서 전통 나무 그네를 신나게 재미있게 타는 사람들,"['인물', '전통', '문화', '한옥', '민속촌', '한국', '영상', '행동', '놀이', '그네']",False,False
dataset1,1968,혈액 샘플 태그 붙이고 분류 레이블링하는 간호사,"['인물', '직업', '의료', '샘플', '간호사', '병원', '피', '한국', '영상']",False,False
dataset1,1970,20210725_제스처_남찬규_손목이 아파서 이리저리 만지다,"['인물', '제스쳐', '건강', '팔목', '크로마키', '터널', '통증']",False,True
dataset1,1971,20210724_소통_문정수,"['인물', '소통', '웃음', '재미', '여자', '남자', '크로마키', '놀림', '놀리기']",False,True
dataset1,1973,제스처_약을 먹다,"['인물', '의사', '의료', '의학', '병원', '약', '제스쳐', '건강', '알약', '복용', '처방']",False,False
dataset1,1974,아웃트로,"['감성', '트랜지션', '유튜브', '아웃트로', '소스', '웨딩', '크로마키', '엔딩']",True,True
dataset1,1975,바다,"['파도', '강', '물', '바다', '파도', '모래', '강', '밀물', '썰물']",False,False
dataset1,1976,유혹3,"['꽃', '식물', '배경', '추상', '디지털아트']",False,False
dataset1,1977,포인트 모션,"['강조', '포인트', '크로마키', '자랑']",True,True
dataset1,1978,20210724_제스처_권미정_보습제를 바르다,"['인물', '손', '로션', '제스쳐', '보습', '크로마키', '관리']",False,True
dataset1,1979,20210725_감정_남찬규_자랑하다,"['인물', '감정', '남자', '부자', '크로마키', '거만', '자랑', '건들']",False,True
dataset1,1981,검은머리 까만머리 염색하는 미용사,"['헤어스타일', '인물', '직업', '스타일', '헤어', '미용', '디자이너', '한국', '영상']",False,False
dataset1,1982,211007_문화_놀이_오목 픽스샷,"['문화', '게임', '취미', '놀이', '싸움', '회전', '스포츠', '라이벌', '경기', '내기', '바둑판']",False,False
dataset1,1983,20210919_장소_하도리_바다 탑뷰5(드론),['장소'],False,False
dataset1,1985,학부모 설명회,"['학생', '비대면', '온라인', '줌', '학교', '라이브', '모임']",True,False
dataset1,1986,Rec 녹화모션 방송모션,"['방송', '녹음', '녹화', 'REC']",True,True
dataset1,1988,20210912_장소_경부선 철교 2_경부선 철교와 한강 픽스샷,"['한국', '풍경', '도시', '장소', '서울', '기차', '여행', '이동', '빌딩', '지하철', '휴식', '한강', '출근', '철교', '대중교통']",False,False
dataset1,1989,핸드폰 스마트폰 UI,"['스마트폰', '어플', '로딩', '갤럭시', '폰', '핸드폰', '업로드', '다운로드', '소스', 'UI', '인터페이스', '로딩중', '크로마키']",True,True
dataset1,1990,참치,"['전통', '문화', '바다', '배경', '일본', '백그라운드']",True,False
dataset1,1992,콜라 따르기,"['상쾌', '음식', '따르기', '거품', '유리', '클로즈업', '얼음', '음료', '갈색', '콜라', '소다', '탄산', '음료수']",False,False
dataset1,1993,20210725_소통_신현아,"['인물', '소통', '여자', '감정', '남자', '크로마키', '실망', '측은', '불쌍']",False,True
dataset1,1994,20210724_소통_문정수,"['인물', '소통', '여자', '토론', '대화', '논쟁', '남자', '크로마키', '설득', '회의', '이해', '언쟁']",False,True
dataset1,1995,20210724_감정_황태완_편안하다,"['인물', '감정', '편안', '남자', '크로마키']",False,True
dataset1,1996,하품하는 코리안숏헤어,"['수염', '눈', '흰색', '갈색', '동물', '고양이', '아름다움', '4K', '귀여움', '고양이과', '캣타워', '꼬리', '반려묘', '졸림', '코', '한국고양이', '입', '숏헤어', '잠']",False,False
dataset1,1999,20210724_소통_문정수,"['인물', '소통', '운동', '여자', '남자', '건강', '크로마키']",False,True
dataset1,2000,20211012_소통_문정수,"['권미정_등을토닥거리다', '사랑', '소통', '사람', '여자', '감정', '남자', '크로마키', '우울', '친구', '위로', '토닥', '어깨', '힘내', '힘', '격려']",False,True
dataset1,2001,애플 맥 아이메세지 갤럭시 imessage(그린스크린),"['그래픽', '스마트폰', '애플', '문자', '메세지', 'SNS', '메시지', '소통', '화면', '아이폰', '어플', '모션그래픽', '모션그래픽']",True,True
dataset1,2003,시화나래 달전망대(1080P HD) 03,"['풍경', '배경', '달', '전망대', '시화나래']",False,False
dataset1,2004,20210725_감정_김동아_충격받다,"['인물', '여자', '충격', '놀람', '감정', '깜짝', '당황', '크로마키', '서프라이즈']",False,True
dataset1,2006,올림픽공원_송파구_몽촌호,"['서울', '공원', '구름', '바람', '휴식', '도심', '호수', '올림픽공원', '송파구', '타임랩스', '몽촌호']",False,False
dataset1,2008,황당,"['아픈', '황당', '어이', '당황', '아프다', '헐', '헉', '크로마키']",True,True
dataset1,2011,211006_문화_서울시 랜드마크 동상,"['전통', '문화', '한옥', '장소', '서울', '조선', '랜드마크', '동상', '서울시', '사대문', '천장', '궁궐', '조선시대', '시대', '보좌']",False,False
dataset1,2012,여의도_한강_석양_야경_패닝,"['도시', '서울', '공원', '경제', '금융', '발전', '시티', '야경', '도심', '한강', '타임랩스', '시티뷰', '한강공원', '중심부', '센트럴', '석양', '도심부', 'timelapse', '성장', '여의도', '중심', '도약']",False,False
dataset1,2014,하늘 타입랩스 4k,"['태양', '자연', '하늘', '해', '햇빛', '타임랩스', 'timelapse']",False,False
dataset1,2015,보문사_강화도_보문사 (2),"['불교', '절', '사찰', '타임랩스', '강화도', '종교', '보문사']",False,False
dataset1,2016,20210725_소통_신현아,"['인물', '소통', '분노', '여자', '토론', '대화', '싸움', '논쟁', '남자', '화', '잘못', '비난', '꾸중', '언쟁']",False,True
dataset1,2017,날카로운 칼로 식당 주방의 나무 도마 위 무 써는 아주머니,"['인물', '아주머니', '자르기', '영상', '손', '행동', '음식', '요리', '깎다', '사물', '주방', '껍질', '식당']",False,False
dataset1,2018,연어 아로제 음식 요리하는 쉐프 요리사,"['인물', '직업', '불', '한국', '영상']",False,False
dataset1,2019,20211012_소통_이수민,"['김보미', '소통', '사람', '말리다', '여자', '토론', '대화', '감정', '싸움', '남자', '크로마키', '중재', '말다툼', '친구', '말싸움']",False,True
dataset1,2020,20210905_장소_역_운길산역00001,"['나무', '장소', '자동차', '기차', '지하철', '산', '전철', '역', '정거장']",False,False
dataset1,2021,20210811_장소_기차역_드론,"['장소', '기차', '여행', '이동', '드론', '교통', '기차역']",False,False
dataset1,2022,20210824_사물_구미젤리_회전1,"['사물', '과자', '캔디', '설탕', '건강', '스낵', '간식', '불량식품']",False,False
dataset1,2023,시티팝 로딩,"['90년대', '도트', '팝', '팩맨', '감성', '레트로', '90년', '픽셀', '그래픽', '시티팝', '뉴트로']",True,False
